Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
Rhode Island,A10,21-Aug,-2.24,100.5,102.8,61.6,-0.042,4.91,1.39
South Alabama,SB,17-13,-2.34,99.1,101.4,67,0.043,-3.52,-1.94
USC Upstate,ASun,16-17,-2.37,103,105.3,64.9,-0.076,-4.87,2.46
Columbia,Ivy,16-Dec,-2.42,101.1,103.5,60.3,-0.121,-3.25,-2.38
Auburn,SEC,23-Sep,-2.83,98.8,101.6,65.6,-0.117,3.79,-5.98
Yale,Ivy,14-17,-2.95,102.7,105.7,63,0.032,0.66,5.22
Idaho,WAC,18-Dec,-2.97,109.9,112.8,62,0,0.49,2.26
Oakland,Sum,16-17,-3.09,107.3,110.4,68.1,0.041,0.37,10.33
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Cal St. Fullerton,BW,14-18,-3.09,107.2,110.3,68.4,-0.097,-2.88,-2.24
Morgan St.,MEAC,16-15,-3.19,99.4,102.6,65.9,-0.049,-6.89,0.88
UNC Asheville,BSth,16-16,-3.25,101.5,104.7,67.9,-0.076,-4.68,5.53
Jacksonville St.,OVC,17-11,-3.43,102.6,106,60.9,0.087,-4.08,-4.06
Loyola Marymount,WCC,23-Nov,-3.44,98.4,101.9,63.4,-0.016,3.33,-2.08
Elon,SC,21-12,-3.51,99,102.5,64.8,0.055,-6.87,0.61
Quinnipiac,NEC,15-16,-3.54,102.3,105.9,65.3,-0.032,-4.77,-1.5
Savannah St.,MEAC,19-15,-3.58,88.2,91.8,61.8,0.044,-5.04,6.35
South Carolina,SEC,14-18,-3.58,101.7,105.3,65.2,0.028,-0.15,-10.35
Hawaii,BW,17-15,-3.72,102.8,106.6,67.9,0.01,-4.44,-8.66
Mount St. Mary's,NEC,18-14,-3.78,102.5,106.3,66,0.118,-3.85,3.04
Missouri St.,MVC,22-Nov,-3.82,101,104.8,59.6,0.023,6,0.98
Bowling Green,MAC,13-19,-3.87,96.9,100.8,62.8,-0.091,-2.2,-2.94
William & Mary,CAA,13-17,-4.01,106.6,110.6,62.2,-0.064,-3.6,-1.53
UC Davis,BW,14-17,-4.06,104.6,108.6,66.1,-0.008,-3.18,-3.37
Marshall,CUSA,13-19,-4.35,102.3,106.6,66.4,-0.009,0.39,-3.81
High Point,BSth,17-14,-4.37,100.2,104.5,64.5,-0.061,-8.39,-4.24
Cal St. Northridge,BW,14-17,-4.56,104.1,108.6,69.2,-0.017,-2.34,-0.55
Arkansas Little Rock,SB,17-15,-4.74,97.6,102.4,66.4,0.06,-3.9,-2.32
Pepperdine,WCC,18-Dec,-4.77,98.9,103.6,62.2,0.027,1.39,-5.28
St. Francis NY,NEC,18-Dec,-4.79,103.1,107.9,65.2,-0.068,-3.69,2.54
UC Santa Barbara,BW,20-Nov,-4.8,98.5,103.3,62.5,-0.04,1.14,10.04
Southeast Missouri St.,OVC,17-16,-4.87,103.9,108.8,67,-0.033,-7.51,-7.71
Morehead St.,OVC,15-18,-5.04,99.6,104.6,68.2,0.033,-0.87,4.03
Hartford,AE,17-14,-5.24,94,99.2,62.5,0.08,-5.1,-3.66
North Carolina A&T 16,MEAC,20-17,-5.3,93.2,98.5,65.5,0.037,-6.98,-1.55
Sam Houston St.,Slnd,17-17,-5.46,94,99.5,61.3,-0.019,-5.68,-0.04
Louisiana Lafayette,SB,13-20,-5.73,100.6,106.4,68.6,-0.047,-2.68,0.38
Seattle,WAC,22-Aug,-5.73,94,99.7,68.2,-0.173,-2.53,-6.31
Coastal Carolina,BSth,14-15,-5.83,97.8,103.6,63.8,-0.074,-6.18,1.87
Brown,Ivy,13-15,-5.94,95.8,101.7,63.3,0.042,-2.88,-2.26
Eastern Michigan,MAC,16-18,-5.94,93,99,58.9,0.017,-2.33,2.07
Stetson,ASun,15-16,-5.95,101.2,107.2,67.3,0.016,-5.29,1.28
Florida Atlantic,SB,14-18,-6.11,99.5,105.7,63.8,0.012,-3.61,-0.82
Holy Cross,Pat,18-Dec,-6.48,99,105.5,61.5,0.002,-2.15,-2.17
Cal St. Bakersfield,ind,14-16,-6.52,98.3,104.8,64.5,0.006,-1.59,-1.59
Marist,MAAC,21-Oct,-6.6,98.8,105.4,66.8,-0.052,-0.76,0.19
Texas Tech,B12,20-Nov,-6.63,100.5,107.1,66.6,0.024,4.48,-15.12
Duquesne,A10,22-Aug,-6.75,100.7,107.5,67.9,0.022,4.27,-0.35
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Miami OH,MAC,22-Sep,-7.03,98.7,105.7,64.1,-0.066,1.44,4.96
Northern Colorado,BSky,13-18,-7.09,102.8,109.8,64.9,-0.051,-5.44,9.14
IPFW,Sum,16-17,-7.22,98.2,105.4,64.7,0.021,-5.56,-5.38
Northern Kentucky,ASun,16-Nov,-7.26,97.5,104.7,58.1,-0.033,-5.25,0.63
Western Carolina,SC,14-19,-7.39,101.6,109,65,-0.031,-5.69,3.91
Wofford,SC,13-19,-7.42,89.2,96.7,62.3,-0.058,-5.14,2.98
Central Michigan,MAC,20-Nov,-7.43,105.1,112.5,64.2,0,-1.06,1.69
North Florida,ASun,13-19,-7.51,101,108.5,64.8,-0.01,-2.6,7.27
Penn,Ivy,22-Sep,-7.74,94.9,102.6,66.7,-0.008,-0.47,1.91
North Dakota,BSky,16-17,-7.78,97.2,105,66.4,0.038,-5.78,3.01
South Dakota,Sum,20-Oct,-7.79,105.2,113,65.8,-0.082,-2.21,4.82
Fordham,A10,24-Jul,-7.82,100.2,108,67.3,0.027,6.89,5.03
Ball St.,MAC,15-15,-7.84,99.5,107.3,64.9,0.08,-3.98,-5.27
UTSA,WAC,22-Oct,-7.85,100.9,108.8,62.7,-0.046,-1.08,-2.88
Texas St.,WAC,22-Dec,-8,101.1,109.1,70.5,0.009,-1.69,-5.7
Mississippi St.,SEC,22-Oct,-8.01,91.8,99.9,66.8,-0.01,4.36,-6.01
Central Connecticut,NEC,13-17,-8.18,101.8,109.9,68.8,0.056,-4.31,0.28
Portland,WCC,21-Nov,-8.18,95.2,103.4,63.6,0.036,3.94,-0.01
North Texas,SB,20-Dec,-8.3,97.2,105.5,65.3,-0.023,-4.16,-3.92
Cleveland St.,Horz,14-18,-8.42,99.6,108,63.6,0.033,1.71,2.53
Cornell,Ivy,13-18,-8.68,99.9,108.6,66.1,0.028,-2.53,-2
Maine,AE,19-Nov,-8.8,97.3,106.1,67.8,0.02,-2.63,-0.8
NJIT,GWC,16-13,-8.82,94.6,103.4,65.9,-0.048,-11.06,-7.89
Appalachian St.,SC,15-16,-8.9,99.4,108.3,66.5,0.011,-7.39,-3.85
TCU,B12,21-Nov,-9.36,93.4,102.7,59.5,0.09,3.49,-10.81
Liberty 16,BSth,15-21,-9.38,101.3,110.6,64.4,-0.034,-6.47,-0.41
New Hampshire,AE,20-Sep,-9.41,92.8,102.2,62.9,-0.054,-3.11,-1.24
Sacred Heart,NEC,20-Sep,-9.66,101.5,111.1,66.9,0.007,-2.37,4.71
Colgate,Pat,21-Nov,-9.66,97.6,107.3,65.6,0.002,-1.65,-2.14
Bethune Cookman,MEAC,14-20,-9.75,98,107.8,65.1,-0.029,-6.38,1.56
Tennessee Tech,OVC,17-Dec,-10.15,97.1,107.3,64.2,0.038,-2.85,-2.84
Eastern Illinois,OVC,21-Nov,-10.18,100,110.2,58.6,-0.033,-5.49,-3.73
Hampton,MEAC,14-17,-10.21,89.2,99.4,68.7,0.031,-9.11,-5.12
Troy,SB,21-Dec,-10.31,99.1,109.4,59.4,0.005,-5.37,-8.51
Dartmouth,Ivy,19-Sep,-10.34,96.4,106.7,63.1,-0.008,-2.6,-2.34
Old Dominion,CAA,25-May,-10.49,98.6,109.1,65.3,-0.112,-2.79,-2.05
American,Pat,20-Oct,-10.51,98,108.5,58.5,0.004,-2.05,-2.63
Winthrop,BSth,14-17,-10.64,95.3,105.9,59.8,0.037,-5.09,3.44
Sacramento St.,BSky,14-15,-10.81,97,107.9,61.3,0.05,-7.67,-2.41
Saint Peter's,MAAC,21-Sep,-11.07,92.8,103.9,62.7,0.049,-2.37,-6.54
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Arkansas Pine Bluff,SWAC,16-14,-11.19,92.5,103.7,66.6,0.117,-8.5,8.92
Georgia Southern,SC,14-19,-11.19,95.8,107,60.9,0.012,-5.56,-0.3
VMI,BSth,14-17,-11.33,102.3,113.6,69.7,-0.022,-7.71,-1.05
Delaware St.,MEAC,15-18,-11.43,96.7,108.1,59.8,0.054,-5.9,6.22
Southeastern Louisiana,Slnd,18-Dec,-11.49,94,105.5,65,0.054,-3.01,8.47
UNC Greensboro,SC,22-Sep,-11.64,97.1,108.8,70.5,-0.151,-7.11,0.23
UNC Wilmington,CAA,20-Oct,-11.83,97.1,108.9,65.3,0.022,-2.5,0.37
Jacksonville,ASun,14-18,-12.07,95.8,107.9,67.7,0.068,-5.38,-1.15
Lipscomb,ASun,18-Dec,-12.16,98,110.2,69.4,0.053,-3.37,4.84
Nicholls St.,Slnd,21-Sep,-12.17,98.6,110.8,66.1,-0.024,-4.75,3.37
McNeese St.,Slnd,14-16,-12.23,96,108.2,62.9,0.089,-4.33,5.79
Northern Arizona,BSky,21-Nov,-12.39,96.9,109.3,66.7,0.041,-3.98,6.44
Samford,SC,21-Nov,-12.41,97.9,110.3,58.8,-0.007,-6.3,2.39
Central Arkansas,Slnd,13-17,-12.55,100.4,112.9,71.1,0.046,-7.25,-5.32
Utah Valley,GWC,14-18,-12.58,98.8,111.4,62.8,-0.004,-7.32,-3.46
Radford,BSth,13-19,-12.66,91.3,104,66.1,0.008,-7.58,-2.43
Chicago St.,GWC,22-Nov,-12.67,91.1,103.7,65.5,-0.083,-5.17,1.39
Siena,MAAC,24-Aug,-12.74,95.4,108.1,62.6,0.021,-1.18,-2.48
Eastern Washington,BSky,21-Oct,-12.98,97.2,110.1,67,0.001,-6.59,-1.41
Campbell,BSth,13-20,-13.11,97.8,110.9,64.8,0.014,-7.31,-0.3
Milwaukee,Horz,24-Aug,-13.34,95.2,108.6,64.6,-0.004,0.59,-1.56
Montana St.,BSky,13-17,-13.38,100.4,113.8,64.8,0.032,-8.38,-5.82
Hofstra,CAA,25-Jul,-13.42,89.6,103,63.3,-0.024,-2.01,-0.69
Portland St.,BSky,20-Aug,-13.47,103.5,117,63.9,-0.102,-6.59,4.25
San Jose St.,WAC,20-Sep,-13.5,90.8,104.3,65.8,0.021,-1.3,-5.46
Southern Utah,BSky,20-Nov,-13.6,92.1,105.7,67.9,-0.001,-6.13,2.78
SIU Edwardsville,OVC,18-Sep,-13.72,92.9,106.6,64.9,-0.008,-5.25,-2.16
UMBC,AE,23-Aug,-13.9,95.7,109.6,65.9,-0.01,-2.96,-1.54
Monmouth,NEC,21-Oct,-13.9,91.7,105.6,68.4,0.019,-4.32,0.58
Chattanooga,SC,13-19,-14.12,97.7,111.8,66.2,0.018,-7.3,-2.92
Austin Peay,OVC,23-Aug,-14.41,98.8,113.3,67.5,-0.071,-4.4,-1.99
Texas Pan American,GWC,16-16,-14.41,94.1,108.6,62.5,0.068,-9.25,-7.05
Coppin St.,MEAC,24-Aug,-14.53,93.2,107.7,66.9,-0.038,-3.61,6.28
UC Riverside,BW,25-Jun,-14.57,89.2,103.8,61.8,-0.071,-1.92,-1.31
Texas A&M Corpus Chris,Slnd,23-Jun,-14.88,96.1,111,60.8,-0.04,-3.23,6.09
Jackson St.,SWAC,18-Nov,-14.94,93.9,108.8,67.4,-0.015,-9.62,8.89
Navy,Pat,23-Aug,-15.2,90,105.2,59.4,-0.049,-4.13,-7.82
UMKC,Sum,24-Aug,-15.39,93.7,109.1,63.1,-0.022,-3.02,-0.4
East Tennessee St.,ASun,22-Oct,-15.69,95.1,110.8,63.4,0.063,-1.85,7.18
Idaho St.,BSky,24-Jun,-16.18,91.9,108.1,59.3,-0.117,-4.99,4.35
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Nebraska Omaha,Sum,20-Nov,-16.33,101.8,118.1,70.9,0.095,-3.99,-1.9
Northern Illinois,MAC,25-May,-16.72,85.7,102.4,61.1,-0.052,-2.03,-1.69
Alcorn St.,SWAC,24-Oct,-16.88,85.4,102.2,66.6,-0.045,-6.84,9.2
Prairie View A&M,SWAC,15-19,-17.29,88,105.3,66,0.026,-10.82,1.08
Rice,CUSA,26-May,-17.45,96,113.4,61.5,-0.032,-0.7,-4.97
Houston Baptist,GWC,14-17,-17.55,87.7,105.3,67.2,0.089,-9.08,-6.55
Louisiana Monroe,SB,23-Apr,-18.03,92.4,110.4,65,-0.026,-1.61,4.39
Florida A&M,MEAC,22-Aug,-18.34,89.5,107.9,67.5,0.003,-5.29,1.98
Howard,MEAC,24-Jul,-18.42,84.1,102.5,61,-0.044,-5.67,5.88
St. Francis PA,NEC,24-May,-19.29,93.4,112.7,62.2,0.034,-3.89,2.3
Alabama St.,SWAC,22-Oct,-19.71,92.3,112,64.8,0.006,-9.61,3.16
Tennessee Martin,OVC,21-Sep,-20.18,93.8,113.9,66.6,0.071,-4.79,-2.42
IUPUI,Sum,26-Jun,-20.3,97.7,118,64.2,-0.054,-2.68,-0.11
Fairleigh Dickinson,NEC,24-Jul,-20.47,94,114.5,66.1,0.029,-4.41,-0.56
Kennesaw St.,ASun,27-Mar,-20.69,91.8,112.5,63,0.004,-5.15,-2.21
Alabama A&M,SWAC,20-Nov,-20.7,90.8,111.5,64.9,-0.004,-9.82,5.74
The Citadel,SC,22-Aug,-20.88,98.4,119.2,64,-0.005,-6.56,-1.23
Longwood,BSth,25-Aug,-21.61,94.6,116.2,69.2,-0.004,-6.28,0.51
Mississippi Valley St.,SWAC,23-May,-22.01,90.1,112.1,69.4,-0.07,-8.3,7
South Carolina St.,MEAC,24-Jun,-22.02,91.9,113.9,63.9,-0.015,-5.55,1.53
Presbyterian,BSth,24-Aug,-22.92,94.9,117.8,60.9,0.011,-5.5,0.18
Furman,SC,24-Jul,-23.3,91.7,115,63.7,-0.007,-6.25,-1.19
Binghamton,AE,27-Mar,-24.06,86.3,110.4,65.1,-0.018,-3.28,-4.68
Maryland Eastern Shore,MEAC,26-Feb,-24.68,86.6,111.3,62.6,-0.028,-4.66,4.69
New Orleans,ind,18-Aug,-25.21,87.9,113.2,69.4,0.042,-7.06,-7.06
Lamar,Slnd,28-Mar,-25.4,85.9,111.3,69,0.023,-2.93,3.76
Grambling St.,SWAC,0-28,-46.1,76,122.1,62.5,-0.014,-8.79,4.55